Address,Cost,Property Type,Bedrooms,Bathrooms,Latitude,Longitude,Closest Gov Secondary School,Gov Secondary Distance,Age under 20,Age 20-39,Age 40-59,Age 60+,Postcode
"4/144 Rose Street, Fitzroy VIC 3065",$750PW / $3259PCM,Apartment,2,1,-37.7962274,144.9805061,,,11%,53%,28%,8%,3065
"4/50 Moor Street, Fitzroy VIC 3065",$850pw / $3693pcm,Apartment,2,1,-37.80155209999999,144.9761174,,,12%,47%,26%,14%,3065
"31/1 St David Street, Fitzroy VIC 3065",$750pw / $3259pcm,Apartment,2,1,-37.8005386,144.978559,,,17%,43%,29%,11%,3065
"33/1 St David Street, Fitzroy VIC 3065",$620.00,Apartment,2,1,-37.8005386,144.978559,,,17%,43%,29%,11%,3065
"406/9-17 Smith Street, Fitzroy VIC 3065",$820pw/$3563pcm,Apartment,2,2,-37.808039,144.982503,,,16%,26%,25%,33%,3065
"209/96 Charles Street, Fitzroy VIC 3065",$620,Apartment,2,1,-37.8034707,144.9825805,,,17%,50%,22%,11%,3065
"718/338 Gore Street, Fitzroy VIC 3065",$825pw / $3585pcm,Apartment,2,2,-37.7987019,144.98355,,,14%,46%,31%,9%,3065
"202/300 Young Street, Fitzroy VIC 3065",$620 per week,Apartment,2,1,-37.7974169,144.9799056,,,11%,53%,28%,8%,3065
"302/300 Young Street, Fitzroy VIC 3065",$620 per week,Apartment,2,1,-37.7974169,144.9799056,,,11%,53%,28%,8%,3065
"1/192 Argyle Street, Fitzroy VIC 3065",$1050per week,Apartment,3,2,-37.7982027,144.9825558,,,14%,46%,31%,9%,3065
"128 George Street, Fitzroy VIC 3065",$850PW/$3693PCM,House,2,1,-37.8048565,144.9810522,,,17%,40%,29%,15%,3065
"61 Bell Street, Fitzroy VIC 3065",$750 pw / $3259 pcm,House,2,1,-37.8000393,144.9768657,,,13%,44%,29%,14%,3065
"40 Westgarth Street, Fitzroy VIC 3065",$730,House,2,1,-37.7947233,144.9770895,Fitzroy High School,1.4 km away,14%,50%,26%,10%,3065
"14 George Street, Fitzroy VIC 3065",$630.00,House,2,2,-37.8079091,144.9805624,,,16%,26%,25%,33%,3065
"83-85 St David Street, Fitzroy VIC 3065","$1,300.00",House,3,2,-37.80092,144.982249,,,15%,44%,32%,9%,3065
"5 Hargreaves Street, Fitzroy VIC 3065",$1495pw / $6496pcm,House,3,2,-37.8008374,144.9833553,,,15%,44%,32%,9%,3065
"333 Gore St, Fitzroy VIC 3065",$990,House,3,1,-37.7992485,144.9827995,,,12%,49%,24%,16%,3065
"46 Gore Street, Fitzroy VIC 3065",$1150pw / $4997pcm,House,3,2,-37.8071996,144.9820392,,,16%,26%,25%,33%,3065
"148 Johnston Street, Fitzroy VIC 3065","$1,100",House,3,2,-37.7986577,144.979744,,,17%,43%,29%,11%,3065
"270 Gore Street, Fitzroy VIC 3065",$1050pw/$4563pcm,House,3,1,-37.8006494,144.9829337,,,15%,44%,32%,9%,3065
"131 George Street, Fitzroy VIC 3065","$1,100 per week",House,3,1,-37.8048013,144.9806451,,,17%,40%,29%,15%,3065
"42 Kerr Street, Fitzroy VIC 3065","$1,300.00",House,4,2,-37.7967432,144.9769094,,,15%,55%,25%,5%,3065
"10 Alexandra Parade, Fitzroy VIC 3065",$990,House,4,1,-37.7933509,144.9765091,Fitzroy High School,1.3 km away,14%,50%,26%,10%,3065
Fitzroy VIC 3065,$1200 per week,House,4,2,-37.7983606,144.9784894,,,17%,43%,29%,11%,3065
"301/58 Queens Parade, Fitzroy North VIC 3068",$480.00,Apartment,1,1,-37.7921134,144.9815726,Fitzroy High School,1 km away,16%,41%,29%,14%,3068
"13/657 Brunswick Street, Fitzroy North VIC 3068",$400.00,Apartment,1,1,-37.78647429999999,144.9806441,Fitzroy High School,0.6 km away,21%,41%,27%,11%,3068
"249 Queens Parade, Fitzroy North VIC 3068",From $650,Apartment,1,1,-37.7861088,144.9947139,Fitzroy High School,0.7 km away,6%,11%,15%,68%,3068
"10/12 Brennand Street, Fitzroy North VIC 3068",$390pw / $1695pcm,Apartment,1,1,-37.7848852,144.9940541,Fitzroy High School,0.6 km away,6%,11%,15%,68%,3068
"14/4 Bik Lane, Fitzroy North VIC 3068",$550 per week,Apartment,1,1,-37.7846099,144.9785505,Fitzroy High School,0.8 km away,14%,48%,30%,9%,3068
"1/576 Nicholson Street, Fitzroy North VIC 3068",$495 per week,Apartment,1,1,-37.78594,144.977379,Fitzroy High School,0.9 km away,24%,33%,24%,19%,3068
"5/118 Holden Street, Fitzroy North VIC 3068",$430 per week,Apartment,1,1,-37.7798164,144.9836354,Fitzroy High School,0.7 km away,22%,36%,26%,17%,3068
"108/4 Bik Lane, Fitzroy North VIC 3068",$450 weekly,Apartment,1,1,-37.7846099,144.9785505,Fitzroy High School,0.8 km away,14%,48%,30%,9%,3068
"6/14 Rae St, Fitzroy North VIC 3068",$440.00 per week,Apartment,1,1,-37.7925513,144.9786342,Fitzroy High School,1.2 km away,17%,46%,29%,8%,3068
"38/682 Nicholson Street, Fitzroy North VIC 3068",$570.00,Apartment,2,1,-37.7833306,144.9778284,Fitzroy High School,0.9 km away,14%,48%,30%,9%,3068
"104/377 St Georges Road, Fitzroy North VIC 3068",$685,Apartment,2,2,-37.7787179,144.9875324,Northcote High School,0.5 km away,25%,31%,29%,15%,3068
"2/90 May Street, Fitzroy North VIC 3068",$570 PW / $2477 PCM,Apartment,2,1,-37.7762181,144.9866749,Northcote High School,0.4 km away,25%,31%,29%,15%,3068
"301/139 Noone Street, Clifton Hill VIC 3068",$750 Per Week,Apartment,2,1,-37.794335,144.9986456,,,18%,40%,32%,11%,3068
"112/496 Brunswick Street, Fitzroy North VIC 3068",$700.00,Apartment,2,2,-37.7919111,144.979766,Fitzroy High School,1 km away,16%,41%,29%,14%,3068
"3/31-33 Heidelberg Road, Clifton Hill VIC 3068",$499 Per Week,Apartment,2,1,-37.7866679,144.9975072,Fitzroy High School,0.9 km away,26%,29%,29%,16%,3068
"12/56 John Street, Clifton Hill VIC 3068",$550pw / $2390pcm,Apartment,2,1,-37.7873099,144.9958095,Fitzroy High School,0.8 km away,18%,31%,34%,17%,3068
"249 Queens Parade, Fitzroy North VIC 3068",From $850,Apartment,2,2,-37.7861088,144.9947139,Fitzroy High School,0.7 km away,6%,11%,15%,68%,3068
"4/16 Nicholson Street, Fitzroy North VIC 3068",$515.00 per week,Apartment,2,1,-37.7750873,144.9796418,Northcote High School,0.9 km away,21%,39%,26%,14%,3068
"29/682 Nicholson Street, Fitzroy North VIC 3068",$650 per week,Apartment,2,1,-37.7833306,144.9778284,Fitzroy High School,0.9 km away,14%,48%,30%,9%,3068
"307/461 Brunswick Street, Fitzroy North VIC 3068",$580 Weekly,Apartment,2,1,-37.7928452,144.9790091,Fitzroy High School,1.2 km away,17%,46%,29%,8%,3068
"9/55-59 York Street, Fitzroy North VIC 3068",$500.00,Apartment,2,1,-37.7917061,144.9780316,Fitzroy High School,1.1 km away,17%,46%,29%,8%,3068
"205/144 Queens Parade, Fitzroy North VIC 3068",$700.00,Apartment,2,2,-37.7906433,144.9844024,Fitzroy High School,0.7 km away,13%,41%,25%,21%,3068
"601/245 Queens Parade, Fitzroy North VIC 3068",$650,Apartment,2,2,-37.7862842,144.9945538,Fitzroy High School,0.6 km away,6%,11%,15%,68%,3068
"92A Fergie Street, Fitzroy North VIC 3068",$630pw / $2738pcm,Apartment,2,2,-37.7824261,144.9850522,Fitzroy High School,0.3 km away,23%,38%,25%,14%,3068
"507/392 St Georges Road, Fitzroy North VIC 3068",$675,Apartment,2,2,-37.778294,144.9883937,Northcote High School,0.5 km away,17%,37%,24%,23%,3068
"249 Queens Parade, Fitzroy North VIC 3068",From $1500,Apartment,3,2,-37.7861088,144.9947139,Fitzroy High School,0.7 km away,6%,11%,15%,68%,3068
"142 Park Street, Fitzroy North VIC 3068",$900 pw,House,2,1,-37.7812304,144.9843182,Fitzroy High School,0.5 km away,26%,33%,29%,12%,3068
"32 Scotchmer Street, Fitzroy North VIC 3068",$800/week,House,2,2,-37.7829511,144.9789945,Fitzroy High School,0.8 km away,14%,48%,30%,9%,3068
"35 Hodgkinson Street, Clifton Hill VIC 3068",$850 pw / $3693 pcm,House,2,1,-37.7915027,144.9872109,Fitzroy High School,0.7 km away,25%,31%,27%,17%,3068
"40 St Georges Road, Fitzroy North VIC 3068",$725.00,House,2,1,-37.7899598,144.9781142,Fitzroy High School,1 km away,18%,39%,31%,12%,3068
"154 Rae Street, Fitzroy North VIC 3068",$685.00,House,2,1,-37.7888817,144.9793471,Fitzroy High School,0.8 km away,18%,39%,31%,12%,3068
"24 Ramsden Street, Clifton Hill VIC 3068",$680pw / $2955pcm,House,2,1,-37.7902323,144.9964217,Fitzroy High School,1 km away,18%,31%,34%,17%,3068
"10 Peckville Street, Clifton Hill VIC 3068",$650 per week,House,2,1,-37.792961,144.9914731,Fitzroy High School,1 km away,24%,23%,30%,23%,3068
"13 Hilton Street, Clifton Hill VIC 3068",$625pw / $2716pcm,House,2,1,-37.7930643,144.9872909,Fitzroy High School,0.9 km away,25%,31%,27%,17%,3068
"101 Rae Street, Fitzroy North VIC 3068","$1,100.00",House,3,1,-37.790193,144.978651,Fitzroy High School,1 km away,18%,39%,31%,12%,3068
"22 Aitken St, Clifton Hill VIC 3068",$800 per week,House,3,1,-37.7913796,145.0005628,Fitzroy High School,1.4 km away,22%,38%,28%,12%,3068
"77 McKean Street, Fitzroy North VIC 3068","$1,250 weekly",House,3,1,-37.7891814,144.9853567,Fitzroy High School,0.5 km away,21%,27%,29%,23%,3068
"430 Wellington Street, Clifton Hill VIC 3068","$1,495.00",House,4,3,-37.79333099999999,144.988684,Fitzroy High School,0.9 km away,24%,23%,30%,23%,3068
"47A Spensley Street, Clifton Hill VIC 3068",$1700pw/$7387pcm,House,4,2,-37.7887317,144.9980074,Fitzroy High School,1 km away,27%,22%,29%,22%,3068
"30 Council Street, Clifton Hill VIC 3068","$1,200",House,4,1,-37.7923561,144.9868175,Fitzroy High School,0.8 km away,25%,31%,27%,17%,3068
"226 Scotchmer Street, Fitzroy North VIC 3068",$1160 per week,House,4,1,-37.783851,144.9871937,Fitzroy High School,0.1 km away,20%,33%,32%,15%,3068
"B214/348 Macaulay Road, Kensington VIC 3031",$609 p/w + Bonus 1 month FREE*,Apartment,1,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"A703/348 Macaulay Road, Kensington VIC 3031",$764 p/w + Bonus 1 month FREE*,Apartment,1,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"8/25 Brixton Street, Flemington VIC 3031",$350.00,Apartment,1,1,-37.78094480000001,144.9287509,Mount Alexander 7-12 College,0.4 km away,20%,40%,29%,11%,3031
"A212/348 Macaulay Road, Kensington VIC 3031",$624 p/w + Bonus 1 month FREE*,Apartment,1,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"A112/348 Macaulay Road, Kensington VIC 3031",$684 p/w + Bonus 1 month FREE*,Apartment,1,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"B103/348 Macaulay Road, Kensington VIC 3031",$539 p/w + Bonus 1 month FREE*,Apartment,1,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"1804/1 Ascot Vale Road, Flemington VIC 3031",$500,Apartment,1,1,-37.7867825,144.9213168,Mount Alexander 7-12 College,1.1 km away,17%,33%,25%,24%,3031
"304/84 Altona Street, Kensington VIC 3031",$420 per week,Apartment,1,1,-37.7969953,144.925666,Mount Alexander 7-12 College,1.8 km away,13%,59%,25%,3%,3031
"207/1 Ascot Vale Road, Flemington VIC 3031",$490pw/ $2130pcm,Apartment,1,1,-37.7867825,144.9213168,Mount Alexander 7-12 College,1.1 km away,17%,33%,25%,24%,3031
"3/120 Rankins Road, Kensington VIC 3031",$380pw / $1651pcm,Apartment,1,1,-37.792638,144.931067,Mount Alexander 7-12 College,1.2 km away,17%,45%,27%,11%,3031
"7/25 Brixton Street, Flemington VIC 3031",$395.00,Apartment,1,1,-37.78094480000001,144.9287509,Mount Alexander 7-12 College,0.4 km away,20%,40%,29%,11%,3031
"603/255 Racecourse Rd, Kensington VIC 3031",$450 weekly,Apartment,1,1,-37.7885729,144.9327597,Mount Alexander 7-12 College,0.7 km away,17%,48%,28%,7%,3031
"413A/72 Ascot Vale Road, Flemington VIC 3031",$490pw/$2129pcm,Apartment,1,1,-37.7840953,144.9230675,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"204/86 Altona Street, Kensington VIC 3031",$450 pw,Apartment,1,1,-37.7967163,144.9254997,Mount Alexander 7-12 College,1.8 km away,13%,59%,25%,3%,3031
"1103/1 Ascot Vale Road, Flemington VIC 3031",$500,Apartment,1,1,-37.7867825,144.9213168,Mount Alexander 7-12 College,1.1 km away,17%,33%,25%,24%,3031
"REAR/512 Macaulay Road, Kensington VIC 3031",$400 Per Week,Apartment,1,1,-37.7941836,144.9291375,Mount Alexander 7-12 College,1.4 km away,20%,34%,31%,15%,3031
"104/465 Macaulay Road, Kensington VIC 3031",$460.00 per week,Apartment,1,1,-37.794825,144.9313947,Mount Alexander 7-12 College,1.4 km away,17%,47%,29%,7%,3031
"1/21 Ascot Vale Road, Flemington VIC 3031",$600,Apartment,1,1,-37.784744,144.921621,Mount Alexander 7-12 College,1 km away,17%,33%,25%,24%,3031
"100/600 Epsom Road, Flemington VIC 3031",$1190pw Stay 1 mth,Apartment,1,1,-37.7886513,144.9214028,Mount Alexander 7-12 College,1.2 km away,21%,43%,36%,0%,3031
"A106/348 Macaulay Road, Kensington VIC 3031",$803 p/w + Bonus 1 month FREE*,Apartment,2,2,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"B307/348 Macaulay Road, Kensington VIC 3031",994p/w + Bonus 1 month FREE*,Apartment,2,2,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"2/75 Mccracken Street, Kensington VIC 3031",$490pw/$2129pcm,Apartment,2,1,-37.7927757,144.9279406,Mount Alexander 7-12 College,1.3 km away,20%,34%,31%,15%,3031
"109/108 Altona Street, Kensington VIC 3031",$520,Apartment,2,1,-37.7963032,144.9251163,Mount Alexander 7-12 College,1.7 km away,13%,59%,25%,3%,3031
"207B/72 Ascot Vale Road, Flemington VIC 3031",$650.00 PW,Apartment,2,2,-37.7840953,144.9230675,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"B212/348 Macaulay Road, Kensington VIC 3031",$949 p/w + Bonus 1 month FREE*,Apartment,2,2,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"A202/348 Macaulay Road, Kensington VIC 3031",$807 p/w + Bonus 1 month FREE*,Apartment,2,1,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"4 Little Bendall Street, Kensington VIC 3031",$500 PW / $2173 PCM,Apartment,2,1,-37.788812,144.923939,Mount Alexander 7-12 College,1.1 km away,19%,41%,24%,16%,3031
"401/70 Speakmen Street, Kensington VIC 3031",$550 Per Week,Apartment,2,2,-37.7939637,144.9159974,Footscray High School,2 km away,12%,56%,29%,4%,3031
"1/16 Mawbey Street, Kensington VIC 3031",$540pw/ $2347pcm,Apartment,2,1,-37.7899228,144.9230665,Mount Alexander 7-12 College,1.2 km away,19%,43%,30%,9%,3031
"109B/72 Ascot Vale Road, Flemington VIC 3031",$630 per week,Apartment,2,2,-37.7840953,144.9230675,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"B102/70 Speakmen Street, Kensington VIC 3031",$550 pw,Apartment,2,2,-37.7939683,144.9160218,Footscray High School,2 km away,12%,56%,29%,4%,3031
"G01A/72 Ascot Vale Road, Flemington VIC 3031",$630.00 per week,Apartment,2,2,-37.7840307,144.9230447,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"112B/72 Ascot Vale Road, Flemington VIC 3031",$620 per week,Apartment,2,1,-37.7840307,144.9230447,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"G06B/72 Ascot Vale Road, Flemington VIC 3031",$630.00 per week,Apartment,2,2,-37.7840307,144.9230447,Mount Alexander 7-12 College,0.9 km away,17%,33%,25%,24%,3031
"107/80 Ormond Street, Kensington VIC 3031",$500,Apartment,2,1,-37.7976481,144.9284097,Mount Alexander 7-12 College,1.8 km away,18%,40%,25%,18%,3031
"611/1 Ascot Vale Road, Flemington VIC 3031",$720 Per Week,Apartment,2,2,-37.7867825,144.9213168,Mount Alexander 7-12 College,1.1 km away,17%,33%,25%,24%,3031
"18/47 Railway Place West, Flemington VIC 3031",$500 per week,Apartment,2,1,-37.7826228,144.927263,Mount Alexander 7-12 College,0.5 km away,20%,45%,24%,10%,3031
"2/600 Epsom Road, Flemington VIC 3031",700 per week,Apartment,2,2,-37.7886568,144.9214322,Mount Alexander 7-12 College,1.2 km away,21%,43%,36%,0%,3031
"A307/348 Macaulay Road, Kensington VIC 3031",$1363 p/w + Bonus 1 month FREE*,Apartment,3,2,-37.7947678,144.9342535,Mount Alexander 7-12 College,1.4 km away,17%,45%,27%,11%,3031
"613/71-89 Hobsons Road, Kensington VIC 3031",$950 PW / $4128 PCM,Apartment,3,2,-37.7958709,144.9165303,Footscray High School,2.1 km away,26%,40%,28%,7%,3031
"19/600 Epsom Road, Flemington VIC 3031",$695 per week,Apartment,3,2,-37.7886568,144.9214322,Mount Alexander 7-12 College,1.2 km away,21%,43%,36%,0%,3031
"413/77 Hobsons Rd, Kensington VIC 3031",$950 weekly,Apartment,3,2,-37.7958743,144.9170546,Footscray High School,2.1 km away,26%,40%,28%,7%,3031
"38 The Ridgeway, Kensington VIC 3031",$720pw / $3129pcm,House,2,1,-37.7944208,144.9251609,Mount Alexander 7-12 College,1.5 km away,27%,30%,31%,12%,3031
"23 Southey Street, Kensington VIC 3031",$585 per week,House,2,1,-37.7983182,144.9309937,Mount Alexander 7-12 College,1.8 km away,25%,28%,33%,14%,3031
"126 Bellair Street, Kensington VIC 3031",$700pw/ $3042pcm,House,2,1,-37.7923134,144.9295692,Mount Alexander 7-12 College,1.2 km away,20%,34%,31%,15%,3031
"6 Bruce Street, Kensington VIC 3031",$620pw / $2694pcm,House,2,1,-37.798421,144.933766,Mount Alexander 7-12 College,1.8 km away,0%,60%,15%,25%,3031
"12 Kensington Road, Kensington VIC 3031",$550 weekly,House,2,1,-37.794377,144.926783,Mount Alexander 7-12 College,1.5 km away,27%,30%,31%,12%,3031
"60 Tennyson Street, Kensington VIC 3031",LEASED NO FURTHER INSPECTIONS,House,2,1,-37.7983988,144.9288914,Mount Alexander 7-12 College,1.9 km away,18%,40%,25%,18%,3031
"13 Wight Street, Kensington VIC 3031",$580.00,House,2,1,-37.7937274,144.9284614,Mount Alexander 7-12 College,1.4 km away,20%,34%,31%,15%,3031
"5 Bent Street, Kensington VIC 3031",$560 Per Week,House,2,1,-37.7963923,144.9349855,Mount Alexander 7-12 College,1.6 km away,17%,47%,29%,7%,3031
"20 Marwick Street, Flemington VIC 3031",$585.00,House,2,1,-37.7813975,144.9318368,Mount Alexander 7-12 College,0.1 km away,17%,47%,21%,16%,3031
"1 Woodruff Street, Kensington VIC 3031",$695 per week,House,3,1,-37.7924081,144.9231252,Mount Alexander 7-12 College,1.4 km away,19%,43%,30%,9%,3031
"67 Collett Street, Kensington VIC 3031",$820 pw / $3563 pcm,House,3,1,-37.7923054,144.9332606,Mount Alexander 7-12 College,1.2 km away,17%,45%,27%,11%,3031
"115 Princes Street, Flemington VIC 3031",$750,House,3,1,-37.7847958,144.9345815,Mount Alexander 7-12 College,0.4 km away,16%,46%,28%,10%,3031
"75 Ormond Street, Kensington VIC 3031",$900pw / $3911pcm,House,3,2,-37.7983156,144.9281722,Mount Alexander 7-12 College,1.9 km away,18%,40%,25%,18%,3031
"38 Willis Street, Kensington VIC 3031",$790 Per Week,House,3,2,-37.7933141,144.9181449,Mount Alexander 7-12 College,1.8 km away,12%,56%,29%,4%,3031
"77 Lambeth Street, Kensington VIC 3031",$720.00,House,3,1,-37.791483,144.934243,Mount Alexander 7-12 College,1.1 km away,25%,33%,29%,14%,3031
"15 Pridham Street, Kensington VIC 3031",$900.00,House,4,2,-37.7892398,144.9312568,Mount Alexander 7-12 College,0.8 km away,17%,48%,28%,7%,3031
"5 Sherwin Street, Kensington VIC 3031",$750.00 Per Week,House,4,2,-37.7923622,144.9217728,Mount Alexander 7-12 College,1.5 km away,19%,46%,28%,7%,3031
"13 Tennyson Street, Kensington VIC 3031",$880pw / $3824pcm,House,4,1,-37.7980556,144.9302592,Mount Alexander 7-12 College,1.8 km away,25%,28%,33%,14%,3031
"8/80 Hobsons Road, Kensington VIC 3031",$930pw/ $4041pcm,House,4,3,-37.7955142,144.9167014,Footscray High School,2.1 km away,24%,50%,23%,3%,3031
"1/369 Abbotsford Street, North Melbourne VIC 3051",$430 pw / $1868 pcm,Apartment,1,1,-37.7980872,144.9460637,University High School,0.9 km away,15%,46%,23%,15%,3051
"ID:21140024/33 Blackwood Street, North Melbourne VIC 3051",$580,Apartment,1,1,-37.8006456,144.9556249,University High School,0.4 km away,3%,88%,8%,1%,3051
"306/97 Flemington Road, North Melbourne VIC 3051",$490 per week,Apartment,1,1,-37.7984308,144.9526986,University High School,0.3 km away,8%,77%,12%,3%,3051
"303/108 Munster Terrace, North Melbourne VIC 3051",$460 per week,Apartment,1,1,-37.8007117,144.9432783,University High School,1.2 km away,13%,55%,26%,7%,3051
"7/1 O'Connell Street, North Melbourne VIC 3051",$400/W FURNISHED,Apartment,1,1,-37.8057189,144.9580502,University High School,1 km away,5%,76%,15%,3%,3051
"2/14 Prendergast Lane, North Melbourne VIC 3051",$425 per week,Apartment,1,1,-37.80287939999999,144.9461122,University High School,1.1 km away,16%,50%,24%,11%,3051
"105/6-8 High Street, North Melbourne VIC 3051",$380.00 per week,Apartment,1,1,-37.7999246,144.9538809,University High School,0.4 km away,8%,77%,12%,3%,3051
"210/30 Wreckyn Street, North Melbourne VIC 3051",$490.00,Apartment,1,1,-37.8004241,144.9544333,University High School,0.4 km away,3%,88%,8%,1%,3051
"205/24 Cobden Street, North Melbourne VIC 3051",$450 per week,Apartment,1,1,-37.8050873,144.9577694,University High School,0.9 km away,5%,76%,15%,3%,3051
"124/55 Villiers Street, North Melbourne VIC 3051",$300,Apartment,1,1,-37.7989401,144.9534547,University High School,0.3 km away,8%,77%,12%,3%,3051
"G6/139 Chetwynd Street, North Melbourne VIC 3051",$520 per week,Apartment,1,1,-37.80238629999999,144.9521911,University High School,0.7 km away,18%,48%,26%,9%,3051
"603/6-8 High Street, North Melbourne VIC 3051",$380.00 per week,Apartment,1,1,-37.7999246,144.9538809,University High School,0.4 km away,8%,77%,12%,3%,3051
"507/8-10 Vale Street, North Melbourne VIC 3051",$380.00 per week,Apartment,1,1,-37.7999174,144.9538411,University High School,0.4 km away,8%,77%,12%,3%,3051
"504/179 Boundary Road, North Melbourne VIC 3051",$400 per week,Apartment,1,1,-37.7889129,144.9392885,Mount Alexander 7-12 College,1 km away,9%,75%,14%,2%,3051
"1/375 Abbotsford Street, North Melbourne VIC 3051",$410.00,Apartment,1,1,-37.7977236,144.946125,University High School,0.8 km away,15%,46%,23%,15%,3051
"202/6-8 High Street, North Melbourne VIC 3051",$380.00 per week,Apartment,1,1,-37.7999246,144.9538809,University High School,0.4 km away,8%,77%,12%,3%,3051
"601/6-8 High Street, North Melbourne VIC 3051",$380.00 per week,Apartment,1,1,-37.7999246,144.9538809,University High School,0.4 km away,8%,77%,12%,3%,3051
